,Tweets
1956,"Deadline Line Day Expected Transfers

Bernardo - Barcelona
Frenkie - Manchester
Dest - Manchester
Meunier - Barcelona
Memphis - Lyon
Gakpo - United
Ronaldo - Napoli
Zaha - Arsenal"
1957,@crescenzokmjr Ronaldo con Osimhen sarebba da 🤯🤯🤯
1958,@LOrenzO_mtq De toute façon c'est sa dernière année chez nous un petit échange contre ronaldo
1959,"@hishamharim @Cr7stianismo_ @Cristiano Su mayor aporte en los últimos 5 años a su carrera ha sido cuál? Si no para de hacer el ridículo, inclusive con su selección que estuvieron a nada de quedar fuera del mundial"
1960,@Ghana_Ronaldo @kwame_ArthurJnr @KingsManShoes4 Fool
1961,@DoDaDoodleDay @26etk00 @JoeMenjivar @iitsJxsh Not saying she is. All im saying is he was never found guilty. Like bissouma..ronaldo and others in the past
1962,Get through tomorrow and can't see Ronaldo leaving https://t.co/0fJxhcfaDW
1963,🚨🚨🚨 Ronaldo a Naples  c’est chaud !
1964,El expresidente de Juventus fue lapidario con Cristiano Ronaldo: “Su llegada a Italia…” https://t.co/sX91rToQkA
1965,@Ronaldo_aff Agora é só selar no Boruto e na Himawari 😍
1966,Tout est en marche pour le recrutement de Ronaldo https://t.co/6dFhEYOTq0
1967,@talkSPORT Ronaldo saved utds arse last season
1968,"@TrollFootball So Messi can pay  tribute to Ronaldo and himself,but Ronaldo can't pay tribute to himself..just Messi."
1969,"@just_Alistair02 Son and Kane are rated lower than Ronaldo, and Maignan - GK OTY in Serie A has the same rating as De Gea? EA are hilarious 🤣"
1970,"🎮 FIFA 23'te en yüksek ratinge sahip 10 futbolcu:

🇫🇷 Kylian Mbappe: 91
🇫🇷 Karim Benzema: 91
🇧🇪 Kevin de Bruyne: 91
🇦🇷 Lionel Messi: 91
🇵🇱 Robert Lewandowski: 91
🇵🇹 Cristiano Ronaldo: 90
🇪🇬 Mohamed Salah: 90
🇩🇪 Manuel Neuer: 90
🇳🇱 Virgil Van Dijk: 90
🇧🇪 Tibaut Courtois: 90 https://t.co/Pd9vA3IQ22"
1971,"@bazu191 His salary is only half of the problem
He's not that guy anymore for clubs to dismantle their strategy and project for

Sadly Ronaldo can't see this😭"
1972,"@markmgr @fmcomment Ronaldo was a cod. With Thomas Muller who was having a breakthrough very good season in 09/10, he said after one Champions League game, he looked like a player you find in Tesco to make up the numbers in a Sunday league game. Then he had a brilliant World Cup."
1973,@coke87_ Ronaldo forse
1974,Ronaldo tens 6:30h para vires para o sporting 😁
1975,@Cristiano Well deserve
1976,@FrankKhalidUK No one cares what pogba or random punter with tash thinks about ManUtd/Ronaldo thanks….
1977,Ronaldo pronto para assinar pelo Estoril Praia. Segurem o @_andrecferreira https://t.co/omLhVAlzw3
1978,@ronaldo_prop7 Yesterday I think
1979,@SK10Football @Cristiano 🥹
1980,@yusufilkrtsci @VOLEapp 5 bolcen Ronaldo defansmi
1981,@TamiOriade yeah he's special but if your barometer for any young player is teenage Cesc then they're basically all going to fail. Even Ronaldo weren't that good as a teenager.
1982,@Danie7Bovet @Cr7stianismo_ @Cristiano https://t.co/GG46DM9KwR
1983,@narcoinsfc No one even gonna bother with Messi Ronaldo and Neymar till they get specials. They’ve been massacred
1984,"@utdreport Ronaldo still smiling 
I don’t just get it🤔"
1985,@moutune2 Ronaldo wearing black socks is not talk about 🥰😂😂😭
1986,"bir kez daha tekrar ediyorum cornelius bizi şampiyon falan yapmadı, kim ulan bu da bizi şampiyon yapacak. şampiyon messi yapar ronaldo yapar hamsik yapar uğurcan yapar."
1987,@rezaadiprasetya @The_RedsIndo Tuker sama Ronaldo Kwateh kayanya
1988,Ronaldo 85 dribbling https://t.co/kDduio9ft2 https://t.co/FuDP2AC78B
1989,@PolySarkcess Benzema was assisting when Ronaldo was in the team and Suarez was scoring doesn’t mean he’s better than him
1990,@MrChrisito @honest_ghanaian @CRonaldoV2 @TrollFootball Ronaldo gave Messi an assignment but he couldn’t complete it yet if I send a bicycle Kick Ronaldo scored here I know you will compare Messi wheelchair 🦼 kick lol dumb tweet
1991,"@Beckiethfc Sky said ronaldo ‘entertained’ when he did it, they also enjoyed neymar doing it so I’m not entirely sure what the difference is or why the need for the outcry. Tbf I also have no issue with the forest players tackle on him lol just let them be I say it’s not that serious lol"
1992,"@Faust_79 @Franc_Ysco Sur un terrain ça fait qlq temps que Lewa est meilleur techniquement que Ronaldo, en contrôle, remise, réactivité,conduite de balle. Les dribbles c’est pas juste des GT hn (que CR7 a arrêté depuis lgtps déjà)"
1993,"🔴🔴 Cristiano Ronaldo y Nápoles firmarán contratos oficiales esta semana.

📰 Metro vía @mackolik https://t.co/OMAoTme1nh"
1994,"@fdbedout * Se lesionan gravemente: Bruyne, Messi y Ronaldo justo días antes de pasar la lista convocados oficial a la FIFA para el inicio del mundial.
* Toca madera"
1995,@OgilvieReece @FUTZONEFIFA Ronaldo is faster than Messi on my life why would they have the same pace lol Ronaldo gets a 7 pace drop and Messi gets a 4 pace drop
1996,"@thedefiedge If god played football, his name would be Messi. Ronaldo is a superhuman who tried hard to be on the edge. Not a Messi fan but Messi is the real goat."
1997,"@FrankKhalidUK Cristiano Ronaldo, then Pele and Zidane."
1998,@Ronaldo_prom @Aadarsh__Soni
1999,"Messi (🤢) - 91 Rating
- 6 Goals in League 1

Ronaldo 🐐 - 90 Rating
- 18 Goals in Prem.

@EASPORTSFIFA masterclass"
2000,@tiago_panda @maiorzeiro @Cruzeiro @Ronaldo Ta vendo o jogo certo?
2001,@HardManUtdVids Classic Ronaldo style
2002,@Wilson201PA @Cristiano @paulpogba They both have been a problem
2003,@Udfredii Na @fpl__AI naim choose the team for me. When I see Ronaldo me sef laff na AI so e no fit perfect
2004,@Torrescroc @Capssss12 @anesMMA3375 @Fcbayer17 @JumanjiFCB @MarshallFCB Bayern Barca t’as tout fait pour mettre ronaldo dans le débat Ankaramessi
2005,"@_Cristiano9_3 Compare les stats de Mbappé et Ronaldo au même âge.  Kylian est plus efficace et plus titré. 
Apres cr7 était ailier et très spectaculaire .. kylian plus central et buteur.  On verra la suite ."
2006,"@pullshotx45 Ronaldo free kicks istam ala 🏃
Nee fav Messi aa"
2007,"........so cute ......🙂⚽️

#Ronaldo https://t.co/7jHopdn4VA"
2008,@Sportsantra Bende aslında Ronaldo'nun kardeşiyim
2009,"O PDT Goiás apoiando o Ronaldo Caiado, o Brizola deve tá tão feliz 🌹🙏"
2010,"@CarrilhanoD @styxflows @Sporting_CP @Cristiano @EASPORTSFIFA @play_eFootball @CelticFC Depois andam se a queixar que o fifa é merda, normal, nem deixam uns gajos trabalhar para ter um jogo decente. Vai po caralho jogar ping pong football e deixa o pessoal trabalhar"
2011,Copa do Mundo 2022: Cristiano Ronaldo pode ultrapassar recorde de Pelé https://t.co/HbvFPHvUIg
2012,"Dest in, Wan-Bissaka out and I’ll take that with Ronaldo stating. We have a decent enough squad there."
2013,"@Sandeurr @UnitedStandMUFC @markgoldbridge Clearly you're a plastic fan, or else you'd understand the love United fans have for Ronaldo. He's a club legend."
2014,"🎮 Valoraciones y estadísticas OFICIALES de algunos jugadores del Manchester United en FIFA 23 (Ultimate Team)

🇵🇹 Como era de esperarse, por un año más, Cristiano Ronaldo es el jugador del club mejor valorado (90). Baja un punto de media. https://t.co/29qrTfGnQ7"
2015,@tarakoota @ardaince34v2 @qwertybross @DeXaBeatFPS @RiotDunpy @combatryy @dunpy @aimDLLfps @AsLanM4shadoW @feritkw @Cristiano @elonmusk @RTErdogan @POTUS @ialpgurel
2016,@PierinoSuperTru Cristiano Ronaldo alla Roma
2017,@FrankKhalidUK @paulpogba @Cristiano https://t.co/keNQu5n99m
2018,@cocktailhoney Yes nau. Transfer windows be swinging mad. Ronaldo may be flying by. 😁 https://t.co/Mmebm9IkZA
2019,"Mon top 10 :

92- Benzema &amp; Mbappé 
91- De Bruyne &amp; Lewandowski
90- Ronaldo, Courtois et Salah

89 et moins :

Neuer, Messi, Vanne Daïke etc."
2020,💥 Will Cristiano Ronaldo leave Manchester United before the transfer window shuts? 🤔🔴 https://t.co/xFw9dhvDEo
2021,@17su24 Fonti certe mi hanno riferito che #Ronaldo ha prenotato una stanza all'hotel Vesuvio
2022,"@ostyrvold @bydel16 @Chris_Berba Altså, ingen kan overbevise meg om at vi tar flere poeng denne sesongen dersom Ronaldo blir værende i den garderoben, forsurer den og scorer noen mål, enn om han stikker, moralen går opp og Bruno, McTom eller whoever vikarierer som spiss i krisetilfeller."
2023,"@Napolinblack @Mattia84456086 @RafAuriemma ...e Ronaldo? I media filo-juve, appena l'egoista è andato, hanno cominciato a scrivere l'esatto contrario di quello che avevano scritto al suo arrivo"
2024,"@UTDTrey With Antony joining utd, and proly Ronaldo gonna leave. Who do you think would be main man of united?"
2025,"@fortune_joee @Joel_TTP @FutbolFax That ball was not deflected, Ronaldo passed the ball with the outside of his right foot."
2026,@E170K @interna47997306 @Eruma_27 @DeadlineDayLive If most were robbed than why does messi also have more euro golden boots than Ronaldo which are based on pure stats not voting. Put Ronaldo’s creator of the year award on the table too
2027,@AndreaArmyCol Que se lo den a Cristiano Ronaldo entonces 🤣
2028,@ronaldo_mb_dhf Nenu ready me Sister ni pampu Couple ga veltham Ra bamaridi 🤙🏻
2029,Ronaldo and Messi in one pic🔥🔥🔥 https://t.co/PwAzoPqD58
2030,"Sembra essere una cosa contro ma onestamente secondo il mio modo di interpretare vita e sport...Cu tutt o bben...Si definisce xsona seria. Che sia Ronaldo o pinco pallo

Manchester Utd, i compagni di squadra definiscono Ronaldo &lt;i&gt;'un dolore al culo'&lt;/i&gt; - https://t.co/RR14sMru4H"
2031,"@ManUnitedZone_ Big Ronaldo fan, life long United fan- but the poor man should not be a 90 anymore. Especially considering FIFA isn’t like madden.. 90-94 are like the highest ratings. He’s sadly maybe an 85 now."
2032,Does he leave before the deadline? #Ronaldo #MUFC https://t.co/Uy0zkLZB0V
2033,@IdodeSteven Ronaldo?? 🤣🤣🤣
2034,"Ronaldo at United, the first time, was the best career any PL player ever had too https://t.co/on7igWbmW7"
2035,"El maldito gordo que me hacia Bullying en 7mo Grado me rompió la página de Brasil justo la esquina donde estaba pegado Ronaldo Nazario, arrecho porque a mi me salió y a el no, MALPARIDO GORDO https://t.co/3ClNy9YK5E"
2036,"@SkySportsPL Love Ronaldo but needs to learn he needs to  prove to the world he can still be good enough for a UCL team. Its clear to see why us, Bayern,Chelsea Napoli and many others in the UCL didn't want him . Best place for that is at Utd tbh"
2037,"@FranAriza23 @Leonardostn22 @Cr7stianismo_ @Cristiano Amigo , ese tipo es mexicano no puede hablar de fútbol"
2038,Revoltante e vergonhoso. Se não voltarem atrás nisso aí vai ser o primeiro erro grotesco da gestão do Ronaldo.
2039,@TrendJanesenani @ronaldo_mb_dhf https://t.co/GzjVXWhvWM
2040,"waiting for ronaldo's interview, notebook and pen!"
2041,Ronaldo at 85 dribbling https://t.co/RC2t900pYx https://t.co/faWUzzhjGZ
2042,"199 sites
I trained to shoot the ball towards two angles 
in the pitch ( i perform it )
by speed 
without installation
power of shot 
I'm a goal for any country want to get #fifaworldcup 
#Ronaldo my idea 😇 you did it after me I'm in 2002 you after 2002
#pele thank you 😊🌠⭐⭐ https://t.co/NXIfA7hrkt"
2043,@FabrizioRomano Cristiano Ronaldo news?
2044,@yidana_abraham @gyaigyimii @Anita__Akuffo @Ghana_Ronaldo Yes
2045,@demarkegaming Ronaldo 70 eder ancak şuandaki performansıyla
2046,@mrmichaelbarton i would be very happy if real Madrid do want him.....that would mean he has been great and probably won titles........in the last 10 yrs I don't think Madrid have signed a single player from us..... last player was RONALDO I think....
2047,"@divyans_goat @ManUnitedZone_ Messi doesn't deserve a 91 rating,
Neither does Ronaldo"
2048,"@Ethan05402040 @OgilvieReece @XkingslayerxX @FUTZONEFIFA But still not comparatively between messi and ronaldo. Messi didnt run all season so if Ronaldo have 81, Messi should have 61 🤣"
2049,@jonnybossco @nocontextfooty Where did you see me say that Neymar is better than Messi and Cristiano Ronaldo?LoL
2050,@OchukoSmith @ManUtd Ronaldo?
2051,"Les choses qui ne faux pas comparé dans le football :
Messi &gt; Ronaldo
Pedri &gt;camavinga 
Courtois &gt;donaruma 
Xavi &gt; Zidane 

Messi = goat"
2052,@Gall_ronaldo @felipeneto MENTIU E MUITO!!!!
2053,@canelo____ Uyagula wena there will never be a replacement for Cristiano Ronaldo
2054,"Transfer news LIVE: Cristiano Ronaldo latest as Chelsea eye Fofana, Aubameyang and Gordon https://t.co/0jrCLd6mOR"
2055,@ALMRISEUL @musalli9 @Cristiano صاير تذب واجد
2056,"@iINSIDER_ @iINSIDER_ perdonami, però non puoi insistere su RONALDO- OSHIMEN manca offerta.
Ma che significa?
Che senso ha scriverlo?"
2057,@kuwaitjnr_ @wizkidayo @TeamMessi Wizzy and Ronaldo are the Goat's
2058,@Mateoo01_ Cambio por Ronaldo
2059,"@FabrizioRomano Ronaldo at 34 : three peated 

Messi at 34 : 6 league goals"
2060,@yenalbucak1 @demarkegaming Ronaldo top tutamiyor ayaginda amk saygidan vermisler 90 i 78-81 arasi birsey olmali maks.
2061,@Rondonjc1 @Cr7stianismo_ @Cristiano @messi10_rey @WeAreMessi @sport Messi fue al psg por amor al futbol
2062,@premierleague @Cristiano Good
2063,"@eliamvl1 @arielipillo @Cristiano Tod Boehly Hazlo , tú solo puedes, que les den a Ragnick y a Tuchel."
2064,"@_MUFCJames @JackyHenchman @ManUtd This news is from an unreliable source and it's being reported out of nowhere, obviously it's fake.

Buffon, Chiesa &amp; Dybala have all said positive things about Ronaldo acc to actual good sources. https://t.co/yayIumIcfk"
2065,Martinez is actually playing with Both Ronaldo and Messi😬 https://t.co/09nwcfqAZq
2066,@HardManUtdVids PR7 fans needed to go 15 years back to show some of Ronaldo “dribbles” 😭😭😭😭😭😭 and the fact that none of his dribbles ended up with a goal makes it more funny 🤣🤣🤣🤣.
2067,@deenhuncho @arindaela @elonmusk @KagutaMuseveni @AnitahAmong @Cristiano @D_DeGea @HarryMaguire93 My lawd
2068,@BarcaWorldwide Better team?????? Blud has the avengers squad and can’t do shit in Europe. Give Ronaldo a better team.
2069,Cristiano Ronaldo depuis que Pogba a demandé à son marabout de faire des heures supplémentaires https://t.co/uk6xI4XuRT
2070,@DailNeto @Gall_ronaldo @Questioneivoce @franca16_gaby @felipeneto Desonestidade.
2071,Ronaldo leaves- then Martial is the 1 and only striker we have ..: shambles
2072,"@victorosimhen9 is gunning for greatness not pressured with the reported swap between @en_sscnapoli and @ManUtd 
Should Osimhen accept the @premierleague challenge by agreeing to the reported possible swapping him for @Cristiano  ? https://t.co/DvEynX3MAV"
2073,@Naija_PR Have seen Ronaldo own
2074,@NesValera @Jorgillo_04 @sergio_regui @Atleti No queréis a Mariano también ? Es la reencarnación de Ronaldo Nazario . https://t.co/H3KmxKiNaz
2075,"Dubravka, De Gea, Heaton, Kovar, Bishop 

Williams, AWB, Shaw, Bernard, Tuanzebe, Jones, Lindelof, Maguire, Martinez

Galbraith, Garner, McTominay, Fred, Eriksen, VDB

Ronaldo, Rashford, Martial, Amad, Sancho"
2076,"Ronaldo was making commentators laugh and lose their sh*t in his prime, we all have to grow old one day🥲🥲🥲🥲 https://t.co/rmFiNhVvt7"
2077,"Apparently Ronaldo slapped up Chiesa 😂😂😭 the media and it’s lies to make ronaldo the villain is so crazy 

https://t.co/KdazyigK5I"
2078,@Cristiano Insha'Allah Liga Europeia e Premier League Inglesa
2079,Got to be Cristiano Ronaldo to Madrid I’m afraid https://t.co/CzFH8aF7sR
2080,"@Brunofbm20 Como é obvio. Eu mais que ninguém quero o Ronaldo no Sporting
Mas nestas condições? Ou em algo parecido!? Uma coisa que terei sempre é dignidade. Jamais me vou vender seja pelo que seja, Acima do Sporting nada nem ninguém.
E os grunhos do nosso clube jamais vão perceber"
